Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG
33,Genoa,it Serie A,34,26.8,49.5,38,418,3420,38,46,28,35,11,16,107,10,1.21,0.74,1.95,0.92,1.66,48.7,36.2,27.6,63.7,1.28,0.73,2.01,0.95,1.68
34,Getafe,es La Liga,30,27.5,45,38,418,3420,38,42,31,36,6,7,135,5,1.11,0.82,1.92,0.95,1.76,41.6,36.1,27.9,64,1.09,0.73,1.83,0.95,1.69
35,Granada,es La Liga,27,26.8,43.8,38,418,3420,38,50,34,45,5,5,109,1,1.32,0.89,2.21,1.18,2.08,44.9,40.9,30.5,71.4,1.18,0.8,1.98,1.08,1.88
36,Hellas Verona,it Serie A,30,26.1,49.8,38,418,3420,38,45,27,37,8,9,87,7,1.18,0.71,1.89,0.97,1.68,50.5,43.6,34.5,78.1,1.33,0.91,2.24,1.15,2.06
37,Hertha BSC,de Bundesliga,32,26.2,44.7,34,374,3060,34,45,35,42,3,3,77,4,1.32,1.03,2.35,1.24,2.26,43.1,40.7,32.7,73.4,1.27,0.96,2.23,1.2,2.16
38,Hoffenheim,de Bundesliga,31,26,51.6,34,374,3060,34,52,36,49,3,4,66,2,1.53,1.06,2.59,1.44,2.5,56.1,53,40.2,93.2,1.65,1.18,2.83,1.56,2.74
39,Inter,it Serie A,29,27.7,54.2,38,418,3420,38,80,57,70,10,11,104,6,2.11,1.5,3.61,1.84,3.34,69.4,60.8,44,104.7,1.83,1.16,2.98,1.6,2.76
40,Juventus,it Serie A,30,28.6,58.1,38,418,3420,38,73,47,60,13,14,87,3,1.92,1.24,3.16,1.58,2.82,71.1,60.1,45.5,105.6,1.87,1.2,3.07,1.58,2.78
41,Köln,de Bundesliga,29,25.6,46.7,34,374,3060,34,50,38,48,2,4,79,4,1.47,1.12,2.59,1.41,2.53,48.9,46.3,35.6,81.9,1.44,1.05,2.49,1.36,2.41
42,Lazio,it Serie A,27,27.9,50.4,38,418,3420,38,77,45,62,15,18,99,2,2.03,1.18,3.21,1.63,2.82,68,53.9,42.5,96.4,1.79,1.12,2.91,1.42,2.54
43,Lecce,it Serie A,30,28.7,44.8,38,418,3420,38,52,30,41,11,15,98,5,1.37,0.79,2.16,1.08,1.87,54.7,43.5,32.6,76.1,1.44,0.86,2.3,1.15,2
44,Leganés,es La Liga,29,26.9,43.9,38,418,3420,38,30,19,27,3,5,127,4,0.79,0.5,1.29,0.71,1.21,39.9,35.9,27.7,63.7,1.05,0.73,1.78,0.95,1.68
45,Leicester City,eng Premier League,24,26.1,57.1,38,418,3420,38,65,48,60,5,7,43,3,1.71,1.26,2.97,1.58,2.84,62.2,56.7,44.9,101.6,1.64,1.18,2.82,1.49,2.67
46,Levante,es La Liga,29,27.7,48.3,38,418,3420,38,45,28,40,5,5,79,5,1.18,0.74,1.92,1.05,1.79,48.1,44.2,36.3,80.5,1.27,0.95,2.22,1.16,2.12
47,Leverkusen,de Bundesliga,24,26.1,63.2,34,374,3060,34,57,48,55,2,2,61,6,1.68,1.41,3.09,1.62,3.03,59.1,57.5,48.6,106.1,1.74,1.43,3.17,1.69,3.12
48,Lille,fr Ligue 1,25,24.3,52.9,28,308,2520,28,35,25,30,5,8,49,3,1.25,0.89,2.14,1.07,1.96,40.3,34,24.5,58.5,1.44,0.88,2.31,1.21,2.09
49,Liverpool,eng Premier League,24,26.6,62.9,38,418,3420,38,83,69,78,5,5,38,1,2.18,1.82,4,2.05,3.87,68.9,65,53,118,1.81,1.39,3.21,1.71,3.1
50,Lyon,fr Ligue 1,27,24.8,56.2,28,308,2520,28,42,29,37,5,6,49,4,1.5,1.04,2.54,1.32,2.36,37.6,33,25.2,58.2,1.34,0.9,2.24,1.18,2.08
51,M'Gladbach,de Bundesliga,25,26.3,52.4,34,374,3060,34,64,53,60,4,6,77,3,1.88,1.56,3.44,1.76,3.32,72,67.2,53.6,120.8,2.12,1.58,3.69,1.98,3.55
52,Mainz 05,de Bundesliga,25,24.6,43.2,34,374,3060,34,42,34,39,3,3,75,3,1.24,1,2.24,1.15,2.15,48.2,45.8,37.4,83.2,1.42,1.1,2.52,1.35,2.45
53,Mallorca,es La Liga,32,26.8,45,38,418,3420,38,39,21,31,8,10,93,5,1.03,0.55,1.58,0.82,1.37,41.1,33.3,25.4,58.7,1.08,0.67,1.75,0.88,1.55
54,Manchester City,eng Premier League,24,26.9,66.2,38,418,3420,38,100,69,94,6,11,64,4,2.63,1.82,4.45,2.47,4.29,92,83.6,68.4,152,2.42,1.8,4.22,2.2,4
55,Manchester Utd,eng Premier League,29,24.8,55.8,38,418,3420,38,65,43,55,10,14,73,0,1.71,1.13,2.84,1.45,2.58,62.2,51.2,38.5,89.7,1.64,1.01,2.65,1.35,2.36
56,Marseille,fr Ligue 1,23,27.1,53.5,28,308,2520,28,38,28,34,4,6,67,3,1.36,1,2.36,1.21,2.21,36.2,31.6,25.8,57.5,1.29,0.92,2.22,1.13,2.05
57,Metz,fr Ligue 1,24,25.9,45.3,28,308,2520,28,27,20,25,2,4,45,4,0.96,0.71,1.68,0.89,1.61,27.1,24,18,41.9,0.97,0.64,1.61,0.86,1.5
58,Milan,it Serie A,32,24.6,54.9,38,418,3420,38,60,38,52,8,9,97,6,1.58,1,2.58,1.37,2.37,62.8,56,46,101.9,1.65,1.21,2.86,1.47,2.68
59,Monaco,fr Ligue 1,28,26,50.9,28,308,2520,28,44,29,40,4,4,60,10,1.57,1.04,2.61,1.43,2.46,48.8,45.6,33.1,78.7,1.74,1.18,2.92,1.63,2.81
60,Montpellier,fr Ligue 1,27,28.5,47.6,28,308,2520,28,33,19,31,2,5,55,5,1.18,0.68,1.86,1.11,1.79,35.3,31.3,23.2,54.6,1.26,0.83,2.09,1.12,1.95
61,Nantes,fr Ligue 1,29,25.4,48,28,308,2520,28,23,16,21,2,2,51,2,0.82,0.57,1.39,0.75,1.32,30.2,28.7,23.6,52.4,1.08,0.84,1.92,1.03,1.87
62,Napoli,it Serie A,25,26.9,59.2,38,418,3420,38,60,45,55,5,5,73,2,1.58,1.18,2.76,1.45,2.63,61.7,57.8,46.8,104.6,1.62,1.23,2.85,1.52,2.75
63,Newcastle Utd,eng Premier League,28,26.5,39,38,418,3420,38,38,29,38,0,1,66,3,1,0.76,1.76,1,1.76,35.5,34.8,26.9,61.7,0.94,0.71,1.64,0.91,1.62
64,Nice,fr Ligue 1,31,23.9,54.6,28,308,2520,28,41,30,36,5,5,54,7,1.46,1.07,2.54,1.29,2.36,35.7,31.9,24.9,56.8,1.28,0.89,2.17,1.14,2.03
65,Nîmes,fr Ligue 1,28,25.4,45,28,308,2520,28,29,20,27,2,2,41,6,1.04,0.71,1.75,0.96,1.68,30.2,28.7,22.2,50.8,1.08,0.79,1.87,1.02,1.82
66,Norwich City,eng Premier League,30,26,49.3,38,418,3420,38,25,18,23,2,2,68,3,0.66,0.47,1.13,0.61,1.08,37,35.4,27.4,62.8,0.97,0.72,1.69,0.93,1.65
67,Osasuna,es La Liga,31,27.7,47.4,38,418,3420,38,46,26,38,8,8,110,6,1.21,0.68,1.89,1,1.68,49.4,43.2,34.4,77.6,1.3,0.91,2.21,1.14,2.04
68,Paderborn 07,de Bundesliga,27,25.7,45.9,34,374,3060,34,37,26,35,2,4,84,3,1.09,0.76,1.85,1.03,1.79,39.2,36.1,26.8,62.9,1.15,0.79,1.94,1.06,1.85
69,Paris S-G,fr Ligue 1,31,27.2,65.2,27,297,2430,27,71,51,65,6,8,50,1,2.63,1.89,4.52,2.41,4.3,74.2,67.9,54.4,122.3,2.75,2.01,4.76,2.51,4.53
70,Parma,it Serie A,25,28.8,43.8,38,418,3420,38,53,38,49,4,6,81,1,1.39,1,2.39,1.29,2.29,48.4,43.7,33.9,77.6,1.27,0.89,2.17,1.15,2.04
71,RB Leipzig,de Bundesliga,29,24.2,55.3,34,374,3060,34,81,58,76,5,5,53,3,2.38,1.71,4.09,2.24,3.94,71.3,67.6,54.4,122,2.1,1.6,3.7,1.99,3.59
72,Real Madrid,es La Liga,26,27.6,58.8,38,418,3420,38,69,52,58,11,11,82,4,1.82,1.37,3.18,1.53,2.89,67.9,59.2,49.9,109.1,1.79,1.31,3.1,1.56,2.87
73,Real Sociedad,es La Liga,27,24.8,56.2,38,418,3420,38,54,38,50,4,5,79,2,1.42,1,2.42,1.32,2.32,48.9,45.1,35.4,80.5,1.29,0.93,2.22,1.19,2.12
74,Reims,fr Ligue 1,26,25.3,48.9,28,308,2520,28,26,16,21,5,5,52,5,0.93,0.57,1.5,0.75,1.32,30.6,26.7,22.1,48.9,1.09,0.79,1.88,0.96,1.75
75,Rennes,fr Ligue 1,26,25.5,49.6,28,308,2520,28,37,26,34,3,5,51,1,1.32,0.93,2.25,1.21,2.14,37.1,33.4,25.6,59,1.33,0.91,2.24,1.19,2.11
76,Roma,it Serie A,31,26.9,52.7,38,418,3420,38,73,47,61,12,14,111,7,1.92,1.24,3.16,1.61,2.84,73.2,62.8,48.6,111.3,1.93,1.28,3.21,1.65,2.93
77,Saint-Étienne,fr Ligue 1,31,27,48.2,28,308,2520,28,28,20,23,5,5,59,3,1,0.71,1.71,0.82,1.54,31.4,27.6,20.2,47.8,1.12,0.72,1.84,0.99,1.71
78,Sampdoria,it Serie A,31,26,42.7,38,418,3420,38,48,25,39,9,12,111,7,1.26,0.66,1.92,1.03,1.68,50.2,40.8,30.8,71.6,1.32,0.81,2.13,1.07,1.89
79,Sassuolo,it Serie A,31,26.4,57.5,38,418,3420,38,69,49,64,5,6,99,3,1.82,1.29,3.11,1.68,2.97,52.9,48.2,39.2,87.4,1.39,1.03,2.42,1.27,2.3
80,Schalke 04,de Bundesliga,29,24.6,49,34,374,3060,34,35,25,33,2,2,64,2,1.03,0.74,1.76,0.97,1.71,37.8,36.2,25.5,61.7,1.11,0.75,1.86,1.07,1.82
81,Sevilla,es La Liga,26,27.7,57.9,38,418,3420,38,53,35,46,7,7,97,1,1.39,0.92,2.32,1.21,2.13,53.2,47.9,38.4,86.3,1.4,1.01,2.41,1.26,2.27
82,Sheffield Utd,eng Premier League,26,26.9,43.1,38,418,3420,38,36,25,35,1,1,63,2,0.95,0.66,1.61,0.92,1.58,43,42.2,34,76.3,1.13,0.9,2.03,1.11,2.01
83,Southampton,eng Premier League,25,25.9,48.9,38,418,3420,38,51,32,49,2,5,55,4,1.34,0.84,2.18,1.29,2.13,56.1,52.1,36.4,88.5,1.48,0.96,2.43,1.37,2.33
84,SPAL,it Serie A,34,27.5,46.9,38,418,3420,38,27,17,22,5,7,98,4,0.71,0.45,1.16,0.58,1.03,40.7,35.2,26.5,61.7,1.07,0.7,1.77,0.93,1.62
85,Strasbourg,fr Ligue 1,25,25.8,49.6,27,297,2430,27,32,21,29,3,4,46,1,1.19,0.78,1.96,1.07,1.85,34.2,31.1,22.9,54,1.27,0.85,2.11,1.15,2
86,Torino,it Serie A,27,27.3,47.4,38,418,3420,38,44,29,37,7,8,96,7,1.16,0.76,1.92,0.97,1.74,44.8,39.4,30.3,69.6,1.18,0.8,1.98,1.04,1.83
87,Tottenham,eng Premier League,29,26.7,52,38,418,3420,38,56,39,53,3,4,84,3,1.47,1.03,2.5,1.39,2.42,47.9,44.7,32.6,77.3,1.26,0.86,2.12,1.18,2.03
88,Toulouse,fr Ligue 1,30,25.1,44.2,28,308,2520,28,21,14,17,4,6,48,5,0.75,0.5,1.25,0.61,1.11,31.7,27.2,19.6,46.8,1.13,0.7,1.84,0.97,1.67
89,Udinese,it Serie A,25,26.5,44.7,38,418,3420,38,37,26,37,0,0,77,3,0.97,0.68,1.66,0.97,1.66,41.6,41.6,33.5,75.2,1.1,0.88,1.98,1.1,1.98
90,Union Berlin,de Bundesliga,26,27.7,41.9,34,374,3060,34,38,27,34,4,5,71,5,1.12,0.79,1.91,1,1.79,41.4,37.6,28,65.7,1.22,0.82,2.04,1.11,1.93
91,Valencia,es La Liga,28,27,49,38,418,3420,38,45,34,40,5,8,80,8,1.18,0.89,2.08,1.05,1.95,43.3,37.2,31.7,68.9,1.14,0.83,1.97,0.98,1.81
92,Valladolid,es La Liga,30,27.1,44.7,38,418,3420,38,31,19,28,3,6,84,0,0.82,0.5,1.32,0.74,1.24,36.5,32.1,24,56.1,0.96,0.63,1.59,0.84,1.48
93,Villarreal,es La Liga,25,27.6,52.9,38,418,3420,38,62,40,52,10,11,78,1,1.63,1.05,2.68,1.37,2.42,63.6,55.2,43.1,98.3,1.67,1.13,2.81,1.45,2.59
94,Watford,eng Premier League,26,28.9,42.9,38,418,3420,38,35,21,28,7,8,80,3,0.92,0.55,1.47,0.74,1.29,48.9,42.6,31.4,74,1.29,0.83,2.11,1.12,1.95
95,Werder Bremen,de Bundesliga,30,26.7,48.8,34,374,3060,34,40,30,37,3,6,80,4,1.18,0.88,2.06,1.09,1.97,39.4,34.7,25.8,60.5,1.16,0.76,1.92,1.02,1.78
96,West Ham,eng Premier League,29,27.4,44.1,38,418,3420,38,49,36,45,4,4,64,1,1.29,0.95,2.24,1.18,2.13,48.6,45.4,36.7,82.1,1.28,0.97,2.24,1.2,2.16
97,Wolfsburg,de Bundesliga,26,26,48.4,34,374,3060,34,48,33,44,4,4,71,4,1.41,0.97,2.38,1.29,2.26,52.8,49.7,37.9,87.6,1.55,1.11,2.67,1.46,2.58
98,Wolves,eng Premier League,21,26.6,48.3,38,418,3420,38,49,34,45,4,4,61,2,1.29,0.89,2.18,1.18,2.08,54.1,51,37.5,88.5,1.42,0.99,2.41,1.34,2.33
