Rk,Squad,Comp,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
39,Inter,it Serie A,29,38,80,607,216,35.6,15.97,5.68,0.12,0.32,17.6,22,10,11,69.4,60.8,0.1,+10.6,+9.2
40,Juventus,it Serie A,30,38,73,665,224,33.7,17.5,5.89,0.09,0.27,19,40,13,14,71.1,60.1,0.09,+1.9,-0.1
41,Köln,de Bundesliga,29,34,50,413,147,35.6,12.15,4.32,0.12,0.33,16.8,20,2,4,48.9,46.3,0.12,+1.1,+1.7
42,Lazio,it Serie A,27,38,77,562,204,36.3,14.79,5.37,0.11,0.3,18.2,21,15,18,68,53.9,0.1,+9.0,+8.1
43,Lecce,it Serie A,30,38,52,513,165,32.2,13.5,4.34,0.08,0.25,19.6,19,11,15,54.7,43.5,0.09,-2.7,-2.5
44,Leganés,es La Liga,29,38,30,427,143,33.5,11.24,3.76,0.06,0.19,19.2,29,3,5,39.9,35.9,0.09,-9.9,-8.9
45,Leicester City,eng Premier League,24,38,65,533,183,34.3,14.03,4.82,0.11,0.33,17.4,20,5,7,62.2,56.7,0.11,+2.8,+3.3
46,Levante,es La Liga,29,38,45,422,133,31.5,11.11,3.5,0.09,0.3,19,21,5,5,48.1,44.2,0.11,-3.1,-4.2
47,Leverkusen,de Bundesliga,24,34,57,492,182,37,14.47,5.35,0.11,0.3,16.7,6,2,2,59.1,57.5,0.12,-2.1,-2.5
48,Lille,fr Ligue 1,25,28,35,342,121,35.4,12.21,4.32,0.09,0.25,18.6,10,5,8,40.3,34,0.1,-5.3,-4
49,Liverpool,eng Premier League,24,38,83,586,224,38.2,15.42,5.89,0.13,0.35,16.5,20,5,5,68.9,65,0.11,+14.1,+13.0
50,Lyon,fr Ligue 1,27,28,42,354,130,36.7,12.64,4.64,0.1,0.28,19.1,15,5,6,37.6,33,0.09,+4.4,+4.0
51,M'Gladbach,de Bundesliga,25,34,64,475,187,39.4,13.97,5.5,0.13,0.32,17,26,4,6,72,67.2,0.15,-8,-7.2
52,Mainz 05,de Bundesliga,25,34,42,450,139,30.9,13.24,4.09,0.09,0.28,18.9,13,3,3,48.2,45.8,0.1,-6.2,-6.8
53,Mallorca,es La Liga,32,38,39,410,118,28.8,10.79,3.11,0.08,0.26,19.2,22,8,10,41.1,33.3,0.08,-2.1,-2.3
54,Manchester City,eng Premier League,24,38,100,735,250,34,19.34,6.58,0.13,0.38,16.4,27,6,11,92,83.6,0.12,+8.0,+10.4
55,Manchester Utd,eng Premier League,29,38,65,530,201,37.9,13.95,5.29,0.1,0.27,19.1,33,10,14,62.2,51.2,0.1,+2.8,+3.8
56,Marseille,fr Ligue 1,23,28,38,370,115,31.1,13.21,4.11,0.09,0.3,19.7,20,4,6,36.2,31.6,0.09,+1.8,+2.4
57,Metz,fr Ligue 1,24,28,27,306,96,31.4,10.93,3.43,0.08,0.26,20.7,19,2,4,27.1,24,0.08,-0.1,+1.0
58,Milan,it Serie A,32,38,60,610,186,30.5,16.05,4.89,0.09,0.28,19,24,8,9,62.8,56,0.09,-2.8,-4
59,Monaco,fr Ligue 1,28,28,44,376,135,35.9,13.43,4.82,0.11,0.3,16.9,16,4,4,48.8,45.6,0.13,-4.8,-5.6
60,Montpellier,fr Ligue 1,27,28,33,348,112,32.2,12.43,4,0.09,0.28,19.2,22,2,5,35.3,31.3,0.09,-2.3,-0.3
61,Nantes,fr Ligue 1,29,28,23,332,112,33.7,11.86,4,0.06,0.19,20.1,9,2,2,30.2,28.7,0.09,-7.2,-7.7
62,Napoli,it Serie A,25,38,60,683,225,32.9,17.97,5.92,0.08,0.24,19,17,5,5,61.7,57.8,0.09,-1.7,-2.8
63,Newcastle Utd,eng Premier League,28,38,38,398,132,33.2,10.47,3.47,0.1,0.29,19.1,14,0,1,35.5,34.8,0.09,+2.5,+3.2
64,Nice,fr Ligue 1,31,28,41,334,125,37.4,11.93,4.46,0.11,0.29,18.9,25,5,5,35.7,31.9,0.1,+5.3,+4.1
65,Nîmes,fr Ligue 1,28,28,29,355,105,29.6,12.68,3.75,0.08,0.26,19.4,12,2,2,30.2,28.7,0.08,-1.2,-1.7
66,Norwich City,eng Premier League,30,38,25,407,126,31,10.71,3.32,0.06,0.18,18,16,2,2,37,35.4,0.09,-12,-12.4
67,Osasuna,es La Liga,31,38,46,455,142,31.2,11.97,3.74,0.08,0.27,18.7,22,8,8,49.4,43.2,0.1,-3.4,-5.2
68,Paderborn 07,de Bundesliga,27,34,37,427,124,29,12.56,3.65,0.08,0.28,19.7,20,2,4,39.2,36.1,0.09,-2.2,-1.1
69,Paris S-G,fr Ligue 1,31,27,71,441,186,42.2,16.33,6.89,0.15,0.35,15.9,21,6,8,74.2,67.9,0.16,-3.2,-2.9
70,Parma,it Serie A,25,38,53,458,145,31.7,12.05,3.82,0.11,0.34,19,23,4,6,48.4,43.7,0.1,+4.6,+5.3
71,RB Leipzig,de Bundesliga,29,34,81,545,206,37.8,16.03,6.06,0.14,0.37,17,23,5,5,71.3,67.6,0.13,+9.7,+8.4
72,Real Madrid,es La Liga,26,38,69,552,222,40.2,14.53,5.84,0.11,0.26,18,18,11,11,67.9,59.2,0.11,+1.1,-1.2
73,Real Sociedad,es La Liga,27,38,54,424,139,32.8,11.16,3.66,0.12,0.36,17.7,12,4,5,48.9,45.1,0.11,+5.1,+4.9
74,Reims,fr Ligue 1,26,28,26,333,87,26.1,11.89,3.11,0.06,0.24,19.3,14,5,5,30.6,26.7,0.08,-4.6,-5.7
75,Rennes,fr Ligue 1,26,28,37,336,108,32.1,12,3.86,0.1,0.31,19,27,3,5,37.1,33.4,0.1,-0.1,+0.6
76,Roma,it Serie A,31,38,73,630,198,31.4,16.58,5.21,0.1,0.31,18.7,35,12,14,73.2,62.8,0.1,-0.2,-1.8
77,Saint-Étienne,fr Ligue 1,31,28,28,304,97,31.9,10.86,3.46,0.08,0.24,19,15,5,5,31.4,27.6,0.09,-3.4,-4.6
78,Sampdoria,it Serie A,31,38,48,549,162,29.5,14.45,4.26,0.07,0.24,19.4,25,9,12,50.2,40.8,0.08,-2.2,-1.8
79,Sassuolo,it Serie A,31,38,69,547,191,34.9,14.39,5.03,0.12,0.34,19.8,32,5,6,52.9,48.2,0.09,+16.1,+15.8
80,Schalke 04,de Bundesliga,29,34,35,383,124,32.4,11.26,3.65,0.09,0.27,18.5,10,2,2,37.8,36.2,0.1,-2.8,-3.2
81,Sevilla,es La Liga,26,38,53,484,164,33.9,12.74,4.32,0.1,0.28,16.7,17,7,7,53.2,47.9,0.1,-0.2,-1.9
82,Sheffield Utd,eng Premier League,26,38,36,352,109,31,9.26,2.87,0.1,0.32,15.2,4,1,1,43,42.2,0.12,-7,-7.2
83,Southampton,eng Premier League,25,38,51,494,171,34.6,13,4.5,0.1,0.29,17.8,27,2,5,56.1,52.1,0.11,-5.1,-3.1
84,SPAL,it Serie A,34,38,27,462,117,25.3,12.16,3.08,0.05,0.19,19.4,23,5,7,40.7,35.2,0.08,-13.7,-13.2
85,Strasbourg,fr Ligue 1,25,27,32,323,105,32.5,11.96,3.89,0.09,0.28,18.3,13,3,4,34.2,31.1,0.1,-2.2,-2.1
86,Torino,it Serie A,27,38,44,438,144,32.9,11.53,3.79,0.08,0.26,18.4,21,7,8,44.8,39.4,0.09,-0.8,-2.4
87,Tottenham,eng Premier League,29,38,56,440,154,35,11.58,4.05,0.12,0.34,18.4,21,3,4,47.9,44.7,0.1,+8.1,+8.3
88,Toulouse,fr Ligue 1,30,28,21,310,90,29,11.07,3.21,0.05,0.19,18.5,12,4,6,31.7,27.2,0.09,-10.7,-10.2
89,Udinese,it Serie A,25,38,37,469,141,30.1,12.34,3.71,0.08,0.26,18.5,12,0,0,41.6,41.6,0.09,-4.6,-4.6
90,Union Berlin,de Bundesliga,26,34,38,397,130,32.7,11.68,3.82,0.09,0.26,18,7,4,5,41.4,37.6,0.1,-3.4,-3.6
91,Valencia,es La Liga,28,38,45,331,111,33.5,8.71,2.92,0.12,0.36,18,18,5,8,43.3,37.2,0.11,+1.7,+2.8
92,Valladolid,es La Liga,30,38,31,369,116,31.4,9.71,3.05,0.08,0.24,20,29,3,6,36.5,32.1,0.09,-5.5,-4.1
93,Villarreal,es La Liga,25,38,62,483,160,33.1,12.71,4.21,0.11,0.33,18.2,15,10,11,63.6,55.2,0.12,-1.6,-3.2
94,Watford,eng Premier League,26,38,35,416,112,26.9,10.95,2.95,0.07,0.25,17.3,18,7,8,48.9,42.6,0.1,-13.9,-14.6
95,Werder Bremen,de Bundesliga,30,34,40,419,133,31.7,12.32,3.91,0.09,0.28,18.7,11,3,6,39.4,34.7,0.09,+0.6,+2.3
96,West Ham,eng Premier League,29,38,49,413,156,37.8,10.87,4.11,0.11,0.29,16.4,13,4,4,48.6,45.4,0.11,+0.4,-0.4
97,Wolfsburg,de Bundesliga,26,34,48,471,153,32.5,13.85,4.5,0.09,0.29,18,12,4,4,52.8,49.7,0.11,-4.8,-5.7
98,Wolves,eng Premier League,21,38,49,457,142,31.1,12.03,3.74,0.1,0.32,17.4,13,4,4,54.1,51,0.11,-5.1,-6
