movieId,imdbId,tmdbId,title,genres
113,115645,43566.0,Before and After (1996),Drama|Mystery
114,113774,71754.0,Margaret's Museum (1995),Drama
115,112556,43612.0,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy
116,112373,51352.0,Anne Frank Remembered (1995),Documentary
117,115033,16934.0,"Young Poisoner's Handbook, The (1995)",Crime|Drama
118,116606,10324.0,If Lucy Fell (1996),Comedy|Romance
119,114536,78406.0,"Steal Big, Steal Little (1995)",Comedy
120,117427,55731.0,Race the Sun (1996),Adventure|Comedy|Drama
121,106473,32119.0,"Boys of St. Vincent, The (1992)",Drama
122,103859,11066.0,Boomerang (1992),Comedy|Romance
123,109424,11104.0,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
124,114808,37975.0,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama
125,116324,2074.0,Flirting With Disaster (1996),Comedy
126,110647,27793.0,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
127,111055,44284.0,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama
128,110217,290157.0,Jupiter's Wife (1994),Documentary
129,114131,110972.0,Pie in the Sky (1996),Comedy|Romance
130,112364,32622.0,Angela (1995),Drama
131,113107,73067.0,Frankie Starlight (1995),Drama|Romance
132,113451,11863.0,Jade (1995),Thriller
133,114015,55475.0,Nueba Yol (1995),Comedy|Drama
134,114500,124636.0,Sonic Outlaws (1995),Documentary
135,116130,9101.0,Down Periscope (1996),Comedy
136,113125,123360.0,From the Journals of Jean Seberg (1995),Documentary
137,113756,5757.0,Man of the Year (1995),Documentary
138,113952,39428.0,"Neon Bible, The (1995)",Drama
139,114618,124639.0,Target (1995),Action|Drama
140,118055,9302.0,Up Close and Personal (1996),Drama|Romance
141,115685,11000.0,"Birdcage, The (1996)",Comedy
142,94878,525153.0,Shadows (Cienie) (1988),Drama
143,113200,249882.0,Gospa (1995),Drama
144,112585,16388.0,"Brothers McMullen, The (1995)",Comedy
145,112442,9737.0,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
146,112342,30765.0,"Amazing Panda Adventure, The (1995)",Adventure|Children
147,112461,10474.0,"Basketball Diaries, The (1995)",Drama
148,112427,22279.0,"Awfully Big Adventure, An (1995)",Drama
149,109093,30157.0,Amateur (1994),Crime|Drama|Thriller
150,112384,568.0,Apollo 13 (1995),Adventure|Drama|IMAX
151,114287,11780.0,Rob Roy (1995),Action|Drama|Romance|War
152,112288,34996.0,"Addiction, The (1995)",Drama|Horror
153,112462,414.0,Batman Forever (1995),Action|Adventure|Comedy|Crime
154,61395,649.0,Beauty of the Day (Belle de jour) (1967),Drama
155,112495,1873.0,Beyond Rangoon (1995),Adventure|Drama|War
156,112541,5894.0,Blue in the Face (1995),Comedy|Drama
157,109370,1775.0,Canadian Bacon (1995),Comedy|War
158,112642,8839.0,Casper (1995),Adventure|Children
159,112688,20649.0,Clockers (1995),Crime|Drama|Mystery
160,112715,10329.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi
161,112740,8963.0,Crimson Tide (1995),Drama|Thriller|War
162,109508,26564.0,Crumb (1994),Documentary
163,112851,8068.0,Desperado (1995),Action|Romance|Western
164,112857,8512.0,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
165,112864,1572.0,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
166,112887,13552.0,"Doom Generation, The (1995)",Comedy|Crime|Drama
167,113044,259209.0,Feast of July (1995),Drama
168,113071,6520.0,First Knight (1995),Action|Drama|Romance
169,113114,9073.0,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
170,113243,10428.0,Hackers (1995),Action|Adventure|Crime|Thriller
171,113464,17447.0,Jeffrey (1995),Comedy|Drama
172,113481,9886.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
173,113492,9482.0,Judge Dredd (1995),Action|Crime|Sci-Fi
174,113500,19326.0,Jury Duty (1995),Comedy
175,113540,9344.0,Kids (1995),Drama
176,113677,9071.0,Living in Oblivion (1995),Comedy
177,113690,8973.0,Lord of Illusions (1995),Horror
178,107447,15730.0,Love & Human Remains (1993),Comedy|Drama
179,113729,47608.0,Mad Love (1995),Drama|Romance
180,113749,2293.0,Mallrats (1995),Comedy|Romance
181,113820,9070.0,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
182,113851,68274.0,Moonlight and Valentino (1995),Drama|Romance
183,110604,48787.0,Mute Witness (1994),Comedy|Horror|Thriller
184,110620,34574.0,Nadja (1994),Drama
185,113957,1642.0,"Net, The (1995)",Action|Crime|Thriller
186,113986,11472.0,Nine Months (1995),Comedy|Romance
187,114095,36196.0,Party Girl (1995),Comedy
188,114194,11980.0,"Prophecy, The (1995)",Fantasy|Horror|Mystery
189,114241,58372.0,Reckless (1995),Comedy|Fantasy
190,114323,32646.0,Safe (1995),Thriller
191,114345,10533.0,"Scarlet Letter, The (1995)",Drama|Romance
192,114435,56088.0,The Show (1995),Documentary
193,114436,10802.0,Showgirls (1995),Drama
194,114478,10149.0,Smoke (1995),Comedy|Drama
195,114496,18402.0,Something to Talk About (1995),Comedy|Drama|Romance
196,114508,9348.0,Species (1995),Horror|Sci-Fi
197,114534,139408.0,"Stars Fell on Henrietta, The (1995)",Drama
198,114558,281.0,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,58450,5967.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
200,114666,79593.0,"Tie That Binds, The (1995)",Thriller
201,114663,47939.0,Three Wishes (1995),Drama|Fantasy
202,114702,36834.0,Total Eclipse (1995),Drama|Romance
203,114682,9090.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
204,114781,3512.0,Under Siege 2: Dark Territory (1995),Action
205,114798,52856.0,Unstrung Heroes (1995),Comedy|Drama
206,114805,77350.0,Unzipped (1995),Documentary
207,114887,9560.0,"Walk in the Clouds, A (1995)",Drama|Romance
208,114898,9804.0,Waterworld (1995),Action|Adventure|Sci-Fi
209,114928,31611.0,White Man's Burden (1995),Drama
210,114938,65796.0,Wild Bill (1995),Western
211,109340,49805.0,"Browning Version, The (1994)",Drama
212,112602,26258.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
213,111579,50797.0,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
214,110882,19155.0,Before the Rain (Pred dozhdot) (1994),Drama|War
215,112471,76.0,Before Sunrise (1995),Drama|Romance
216,112508,11017.0,Billy Madison (1995),Comedy
217,112438,37141.0,"Babysitter, The (1995)",Drama|Thriller
218,112571,9382.0,Boys on the Side (1995),Comedy|Drama
219,112757,6715.0,"Cure, The (1995)",Drama
220,112643,18256.0,Castle Freak (1995),Horror
222,112679,22625.0,Circle of Friends (1995),Drama|Romance
223,109445,2292.0,Clerks (1994),Comedy
224,112883,1909.0,Don Juan DeMarco (1995),Comedy|Drama|Romance
225,109635,8984.0,Disclosure (1994),Drama|Thriller
226,112899,61813.0,Dream Man (1995),Thriller
227,109676,4954.0,Drop Zone (1994),Action|Thriller
228,112854,62488.0,Destiny Turns on the Radio (1995),Comedy
229,109579,10531.0,Death and the Maiden (1994),Drama|Thriller
230,109642,11929.0,Dolores Claiborne (1995),Drama|Thriller
231,109686,8467.0,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
232,111797,10451.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
233,109759,20156.0,Exotica (1994),Drama
234,109758,18395.0,Exit to Eden (1994),Comedy
235,109707,522.0,Ed Wood (1994),Comedy|Drama
236,113117,397.0,French Kiss (1995),Action|Comedy|Romance
237,113097,10525.0,Forget Paris (1995),Comedy|Romance
238,113028,27985.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
239,113198,15789.0,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
240,113303,27303.0,Hideaway (1995),Thriller
241,113089,21183.0,Fluke (1995),Children|Drama
242,109771,10954.0,Farinelli: il castrato (1994),Drama|Musical
243,113199,47867.0,Gordy (1995),Children|Comedy|Fantasy
244,113234,43475.0,Gumby: The Movie (1995),Animation|Children
245,109906,72031.0,The Glass Shield (1994),Crime|Drama
246,110057,14275.0,Hoop Dreams (1994),Documentary
247,110005,1024.0,Heavenly Creatures (1994),Crime|Drama
248,110066,17207.0,Houseguest (1994),Comedy
249,110116,13701.0,Immortal Beloved (1994),Drama|Romance
250,110006,14819.0,Heavyweights (Heavy Weights) (1995),Children|Comedy
251,113360,32631.0,"Hunted, The (1995)",Action
252,110099,11777.0,I.Q. (1994),Comedy|Romance
253,110148,628.0,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
254,113463,87729.0,Jefferson in Paris (1995),Drama
255,110189,18713.0,"Jerky Boys, The (1995)",Comedy
256,110216,6280.0,Junior (1994),Comedy|Sci-Fi
257,113501,9061.0,Just Cause (1995),Mystery|Thriller
258,113538,37108.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
259,113552,6071.0,Kiss of Death (1995),Crime|Drama|Thriller
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
261,110367,9587.0,Little Women (1994),Drama
262,113670,19101.0,"Little Princess, A (1995)",Children|Drama
263,110296,49980.0,Ladybird Ladybird (1994),Drama
264,109731,17961.0,"Enfer, L' (1994)",Drama
265,103994,18183.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
266,110322,4476.0,Legends of the Fall (1994),Drama|Romance|War|Western
267,110443,11008.0,Major Payne (1995),Comedy
268,110365,47504.0,Little Odessa (1994),Crime|Drama
269,107566,32325.0,My Crazy Life (Mi vida loca) (1993),Drama
270,110391,43742.0,Love Affair (1994),Drama|Romance
271,113691,28313.0,Losing Isaiah (1995),Drama
272,110428,11318.0,"Madness of King George, The (1994)",Comedy|Drama
273,109836,3036.0,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
274,113755,40490.0,Man of the House (1995),Comedy
275,110538,24070.0,Mixed Nuts (1994),Comedy
276,110516,8986.0,Milk Money (1994),Comedy|Romance
277,110527,10510.0,Miracle on 34th Street (1994),Drama
278,113808,17402.0,Miami Rhapsody (1995),Comedy
279,113896,38722.0,My Family (1995),Drama
280,113870,8438.0,Murder in the First (1995),Drama|Thriller
281,110684,11593.0,Nobody's Fool (1994),Comedy|Drama|Romance
282,110638,1945.0,Nell (1994),Drama
283,113967,39310.0,New Jersey Drive (1995),Crime|Drama
284,117169,109560.0,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
285,106402,56428.0,Beyond Bedlam (1993),Drama|Horror
286,113948,63105.0,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
287,110671,131957.0,Nina Takes a Lover (1994),Comedy|Romance
288,110632,241.0,Natural Born Killers (1994),Action|Crime|Thriller
289,110737,9058.0,Only You (1994),Comedy|Romance
290,110729,527.0,Once Were Warriors (1994),Crime|Drama
291,114151,18220.0,Poison Ivy II (1996),Drama|Thriller
292,114069,6950.0,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
294,114113,63020.0,"Perez Family, The (1995)",Comedy|Romance
295,114210,2307.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
297,114084,41478.0,Panther (1995),Drama
298,105652,25296.0,Pushing Hands (Tui shou) (1992),Drama
299,110889,40156.0,Priest (1994),Drama
300,110932,11450.0,Quiz Show (1994),Drama
301,114129,30304.0,Picture Bride (Bijo photo) (1994),Drama|Romance
302,110963,10452.0,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
303,114214,12106.0,"Quick and the Dead, The (1995)",Action|Thriller|Western
304,114296,161495.0,Roommates (1995),Comedy|Drama
305,110907,3586.0,Ready to Wear (Pret-A-Porter) (1994),Comedy
306,111495,110.0,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
307,108394,108.0,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
308,111507,109.0,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
309,110769,159185.0,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
310,114268,36357.0,Rent-a-Kid (1995),Comedy
311,110965,92769.0,Relative Fear (1994),Horror|Thriller
312,114571,28033.0,Stuart Saves His Family (1995),Comedy
313,111333,22586.0,"Swan Princess, The (1994)",Animation|Children
314,111112,14334.0,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
315,111255,2636.0,"Specialist, The (1994)",Action|Drama|Thriller
316,111282,2164.0,Stargate (1994),Action|Adventure|Sci-Fi
317,111070,11395.0,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
318,111161,278.0,"Shawshank Redemption, The (1994)",Crime|Drama
319,111149,9905.0,Shallow Grave (1994),Comedy|Drama|Thriller
320,108260,87078.0,Suture (1993),Film-Noir|Thriller
321,106966,12527.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
322,114594,20306.0,Swimming with Sharks (1995),Comedy|Drama
324,111309,36614.0,"Sum of Us, The (1994)",Comedy|Drama
325,113936,27993.0,National Lampoon's Senior Trip (1995),Comedy
326,110081,31439.0,To Live (Huozhe) (1994),Drama
327,114614,9067.0,Tank Girl (1995),Action|Comedy|Sci-Fi
328,114608,9059.0,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
329,111280,193.0,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
330,114609,25066.0,Tales from the Hood (1995),Action|Crime|Horror
331,111454,46797.0,Tom & Viv (1994),Drama
332,114852,12122.0,Village of the Damned (1995),Horror|Sci-Fi
333,114694,11381.0,Tommy Boy (1995),Comedy
334,111590,32636.0,Vanya on 42nd Street (1994),Drama
335,114788,36141.0,Underneath (1995),Mystery|Thriller
336,114888,95963.0,"Walking Dead, The (1995)",Drama|War
337,108550,1587.0,What's Eating Gilbert Grape (1993),Drama
338,114857,9271.0,Virtuosity (1995),Action|Sci-Fi|Thriller
339,114924,2064.0,While You Were Sleeping (1995),Comedy|Romance
340,111667,19855.0,"War, The (1994)",Adventure|Drama|War
341,109655,60855.0,Double Happiness (1994),Drama
342,110598,236.0,Muriel's Wedding (1994),Comedy
343,112435,48287.0,"Baby-Sitters Club, The (1995)",Children
344,109040,3049.0,Ace Ventura: Pet Detective (1994),Comedy
345,109045,2759.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
346,106339,12635.0,Backbeat (1993),Drama|Musical
347,104779,10497.0,Bitter Moon (1992),Drama|Film-Noir|Romance
348,109348,11382.0,Bullets Over Broadway (1994),Comedy
349,109444,9331.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
350,109446,10731.0,"Client, The (1994)",Drama|Mystery|Thriller
351,109484,10464.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance
352,109504,34152.0,Crooklyn (1994),Comedy|Drama
353,109506,9495.0,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
354,109450,29973.0,Cobb (1994),Drama
355,109813,888.0,"Flintstones, The (1994)",Children|Comedy|Fantasy
356,109830,13.0,Forrest Gump (1994),Comedy|Drama|Romance|War
357,109831,712.0,Four Weddings and a Funeral (1994),Comedy|Romance
358,113305,16295.0,Higher Learning (1995),Drama
359,110091,48992.0,I Like It Like That (1994),Comedy|Drama|Romance
360,110093,10879.0,I Love Trouble (1994),Action|Comedy
361,110167,10660.0,It Could Happen to You (1994),Comedy|Drama|Romance
362,110213,10714.0,"Jungle Book, The (1994)",Adventure|Children|Romance
363,107472,41647.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
364,110357,8587.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
365,107426,1689.0,Little Buddha (1993),Drama
366,111686,11596.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
367,110475,854.0,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
368,110478,9359.0,Maverick (1994),Adventure|Comedy|Western
369,110588,23333.0,Mrs. Parker and the Vicious Circle (1994),Drama
370,110622,36593.0,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
371,110771,12280.0,"Paper, The (1994)",Comedy|Drama
372,110950,2788.0,Reality Bites (1994),Comedy|Drama|Romance
373,105226,10427.0,Red Rock West (1992),Thriller
374,110989,11011.0,Richie Rich (1994),Children|Comedy
375,111054,49803.0,Safe Passage (1994),Drama
376,110997,8987.0,"River Wild, The (1994)",Action|Thriller
377,111257,1637.0,Speed (1994),Action|Romance|Thriller
378,111256,15128.0,Speechless (1994),Comedy|Romance
379,111438,8831.0,Timecop (1994),Action|Sci-Fi|Thriller
380,111503,36955.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
381,111693,10449.0,When a Man Loves a Woman (1994),Drama|Romance
382,111742,10395.0,Wolf (1994),Drama|Horror|Romance|Thriller
383,111756,12160.0,Wyatt Earp (1994),Western
384,112443,40480.0,Bad Company (1995),Action|Crime|Drama
385,110455,52038.0,"Man of No Importance, A (1994)",Drama
386,111048,29444.0,S.F.W. (1994),Drama
387,110399,26352.0,"Low Down Dirty Shame, A (1994)",Action|Comedy
388,112570,39953.0,Boys Life (1995),Drama
389,109454,41580.0,"Colonel Chabert, Le (1994)",Drama|Romance|War
390,59170,315.0,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
391,110186,22067.0,Jason's Lyric (1994),Crime|Drama
392,108069,18242.0,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
393,111301,11667.0,Street Fighter (1994),Action|Adventure|Fantasy
394,112702,32502.0,Coldblooded (1995),Comedy
395,112849,267188.0,Desert Winds (1995),Drama|Fantasy|Romance
396,113014,28732.0,Fall Time (1995),Drama
397,113043,75555.0,"Fear, The (1995)",Horror
398,113104,42981.0,Frank and Ollie (1995),Documentary
399,113173,278939.0,Girl in the Cadillac (1995),Drama
400,113319,291731.0,Homage (1995),Drama
401,113827,226229.0,Mirage (1995),Action|Thriller
402,114047,203119.0,Open Season (1996),Comedy
403,112889,172923.0,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama
404,109339,316098.0,Brother Minister: The Assassination of Malcolm X (1994),Documentary
405,110027,8011.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
406,109785,171857.0,Federal Hill (1994),Drama
407,113409,2654.0,In the Mouth of Madness (1995),Horror|Thriller
408,109021,18069.0,8 Seconds (1994),Drama
409,109035,19092.0,Above the Rim (1994),Crime|Drama
410,106220,2758.0,Addams Family Values (1993),Children|Comedy|Fantasy
411,111804,38129.0,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
412,106226,10436.0,"Age of Innocence, The (1993)",Drama
413,109068,13595.0,Airheads (1994),Comedy
414,109067,46094.0,"Air Up There, The (1994)",Comedy
415,106292,9409.0,Another Stakeout (1993),Comedy|Thriller
416,109198,11853.0,Bad Girls (1994),Western
417,109219,16771.0,Barcelona (1994),Comedy|Romance
418,106379,46924.0,Being Human (1993),Drama
419,106400,11041.0,"Beverly Hillbillies, The (1993)",Comedy
420,109254,306.0,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
421,109279,14522.0,Black Beauty (1994),Adventure|Children|Drama
422,109297,26203.0,Blink (1994),Thriller
423,109303,178.0,Blown Away (1994),Action|Thriller
424,109305,19819.0,Blue Chips (1994),Drama
425,109306,57834.0,Blue Sky (1994),Drama|Romance
426,106452,4722.0,Body Snatchers (1993),Horror|Sci-Fi|Thriller
427,106471,18215.0,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
428,106489,1607.0,"Bronx Tale, A (1993)",Drama
429,109361,26391.0,Cabin Boy (1994),Comedy
430,106505,117553.0,Calendar Girl (1993),Comedy|Drama
431,106519,6075.0,Carlito's Way (1993),Crime|Drama
432,109439,11310.0,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
433,109443,18658.0,Clean Slate (1994),Comedy
434,106582,9350.0,Cliffhanger (1993),Action|Adventure|Thriller
435,106598,9612.0,Coneheads (1993),Comedy|Sci-Fi
436,109456,2124.0,Color of Night (1994),Drama|Thriller
